"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"455",2021-08-04,0.874690261742007,-31.4594885946092,-37.4746010156978,-24.1291421827301,-5.37330968716506,-7.13087852658929,-38.8328389775326,-15.1781693080652,-21.6769991159766,-37.3732787419767,-Inf,3.48645246067719,3.54423969603383,-7.43755857002355,1.38171766903342,-24.9632623353017,-30.5734050260368,-34.1110792982812,-9.1650409527274,-4.36064604979829,-20.1520995438434,-20.1131331133939,-2.83624147706702,-6.25707751227603,-15.7912972676709,-10.4210288883119,11.512798737521,-1.11518370616118,12.441324991377,-5.66380375497894,-13.9083122965928,-4.4438359655279,-20.4507939751089,-3.86075817771325,-14.2088924332539,-5.44465692798478,-7.72546135422632,-16.1322072348544,-12.7378892250275,-0.789444636286394,-33.2315334347042,-41.4631403196865,-1.63937570207625,-4.29241402245801,-4.14811441654045,1.23821627048743,-41.2589009260653,-21.5084456683747,-47.9437378308602,-11.3904018747058,-9.79282333967052,3.58418680387516,-1.66621691621997,-21.3716267693766,-30.2867132382148,-41.5361017086532
"456",2021-08-05,-31.7818209709272,-37.7750064867026,-24.3917754346636,-5.62563959451742,-7.37804437972759,-39.1281647454598,-15.6302391425475,-21.978521040039,-37.6770138381829,-Inf,3.25272567051634,3.31906512222249,-7.66904734865905,0.99255635447319,-25.2761737916293,-30.8654677028554,-34.4018559319053,-9.43234418795628,-4.60711196742607,-20.4142619537186,-20.5896511877016,-3.0964049836388,-6.49747584368762,-16.0453668937705,-10.6943629850928,11.3014284127605,-1.33855360394064,12.0921163887034,-5.93383987336794,-14.1689319348494,-4.67571428888526,-20.7521615943042,-4.11164382383066,-14.4642710981024,-5.86741103530649,-8.00352594169481,-16.4008719232457,-12.9910921709035,-1.04428769472183,-33.556929380993,-41.7832617153714,-2.04899819005412,-4.56427686169733,-4.39169666293489,1.01386285709594,-41.6197891173599,-21.8084413083579,-48.2824789688165,-11.841643912249,-10.0818119652691,3.35625186023807,-1.89977288978954,-21.6848857915301,-30.6118282338723,-41.8639361454273,-39.9347608307381
"457",2021-08-06,-28.4972141561857,-16.1561545607426,2.24282561022729,0.383016230806604,-29.7742455194208,-8.0434918221059,-8.11899501144658,-28.2879880744063,-Inf,10.5470879318366,10.3949386515019,-0.332177627212051,7.58062969124737,-10.9528586215608,-21.8295054022908,-25.2708426823891,-1.08352983809316,3.14339999332522,-12.0999693449601,-12.4541907438391,8.76399718968792,0.946198007227713,-8.06178405804616,-2.15075927972004,17.9528695816674,5.7497071522623,18.1033178213295,6.32763947295325,-6.09275252515365,2.61512983137167,-11.3255376299327,3.78844292111723,-6.35565750749076,1.46828609835211,4.57328195982044,-8.06908117395595,-5.02497818293549,6.9325538610018,-23.3042068158419,-31.6134932853315,5.11444779771876,7.68506809669225,3.16773131712495,8.07636526984109,-30.3162032273409,-12.3504188131023,-37.5156783161604,-3.89024696125263,2.8904415067145,10.4350070437814,5.45642908848798,-11.8669547542373,-20.3560504476176,-31.4387405034108,-29.8610738433492,6.51149620983813
"458",2021-08-07,-8.04755937056249,9.94110306472059,8.00872028254068,-20.5154306594458,-0.442657380152193,-0.996299716348337,-14.7766033437908,-Inf,17.6738447016225,17.3373597920236,6.91871444581974,14.1691819627493,-3.53877707105802,-8.90646745968659,-16.3070249558268,7.06237132466011,10.7369191028829,-3.89576220980874,-4.33233793614717,14.9461193644556,11.5276955081732,-0.235626186613085,6.17403284085681,24.4604505651295,12.7335254292325,24.0941943452906,12.7621539609853,5.3200384955198,9.75210679344206,-2.15247569146875,11.5069925866941,1.62157954433435,8.76690292380843,11.2167080801162,3.63681886628261,2.76214963603379,14.6847092267605,-13.3007167497665,-21.6231637184945,12.229933268293,14.1968640447811,13.7283267216835,14.9706929154248,-19.3451508791788,-3.13469869890066,-26.9541195840237,3.99512173862147,9.82933626700201,20.2692279234178,12.6277200449746,-2.34996840412085,-10.3762497436836,-21.226819493791,-19.8869421751318,13.2767251020496,14.0126201762949
"459",2021-08-08,12.3110011587185,10.3643645525862,-17.6391638721148,1.94496447031508,1.20800792352195,-12.58614936763,-Inf,19.8659254477954,19.4799887004747,9.1689761418053,16.2363803399268,-1.24642977881379,-6.79526437436428,-12.2244311563661,9.56581084434447,13.0784020021113,-1.35213751534669,-1.78700270657193,16.855807747999,13.2692882315672,3.30894529107107,8.73031837308156,26.4653138786691,14.8966964454373,25.9695658358405,14.7480151459202,7.21208758366395,12.9669164422697,0.661969025555816,13.8828661578824,4.09010893946752,11.0491017628999,13.265224241424,5.59114579016407,6.25110967263417,17.0612624107457,-10.2241487088502,-18.5345785454254,14.4524340334377,16.2030350683606,15.5035258663861,18.043521635656,-15.9844946565705,-0.302809122114641,-23.6919423259775,6.45544376678864,11.9652454614461,21.9333405399325,15.8076661513233,0.562960374714805,-7.31213188041021,-18.075500940841,-16.7781953985592,15.3574059259543,15.8325655630766,20.705503544307
"460",2021-08-09,6.77123404684579,-22.0374256966658,-1.70738198804711,-2.28523303597124,-16.0735285094688,-Inf,14.8470163962765,16.2130151948667,5.72944737454841,13.0755999281817,-4.8753558063582,-10.1525111490416,-15.6262044704399,3.86362961244748,9.5095323334137,-5.23846513555863,-5.67718340002013,13.8357349541739,10.5029435374609,0.333101121477457,2.93709835761748,23.410597192888,11.5929717551625,23.1045220711388,11.610570533944,4.21005200988597,10.2480212126262,-5.68496085136137,10.2640947357295,0.321476364199756,7.56394076143962,10.031870624749,2.49357783815861,3.27916332330331,11.7275394038426,-14.9086241842012,-23.2480751880579,11.059755841083,13.0394313918131,12.6927478301648,15.4077281652659,-23.4915346084901,-4.6133536082441,-28.6685646208203,2.7011367236233,8.60005026795924,19.3010553995013,13.0613897056714,-5.91419383296812,-11.974721647126,-22.8813274245416,-21.5202409252599,12.0820481241425,12.956534813508,18.0827809627375,-25.0935678513078
"461",2021-08-10,-24.4488524390853,-3.717545681908,-4.2179493560955,-18.0146902346017,-Inf,13.3347305103294,13.5034633215768,3.8435342547041,11.3359851409609,-6.88294829865781,-12.0208352170263,-17.5349336686781,2.1314273588418,6.56398860609363,-7.3695186657413,-7.81825559277905,12.1651153379498,8.96376753919439,-1.33602515286857,1.16324289956964,20.901353185062,9.78124217476004,21.5276412371294,9.87515465299014,2.54004918016313,8.72354534188945,-7.64341734732812,7.30524749424075,-1.74537934480536,5.64571510733874,8.24352093764715,0.770727158927307,1.61334861155201,10.0692982619457,-18.7215834908878,-25.8333609765039,9.19237985509249,11.2897569158253,11.1296558666126,13.9307879660076,-25.8426357606858,-8.10653968569407,-31.3984291907628,0.634643285524223,6.73896868984372,17.8374379095125,11.522989379482,-7.95731322041196,-15.737009785354,-25.517765369539,-24.130525545881,10.270717585954,11.3576023786271,16.6139951992953,-27.5379968456732,-9.36758223041404
"462",2021-08-11,2.56056690900315,1.8219372625419,-11.916282753808,-Inf,18.180471971665,18.1146192355041,12.6386392134062,16.7672324971545,-0.611307894378358,-6.15385333530342,-11.4856289360294,7.6774448739956,11.6163586673279,2.51585266291948,-1.13591325951324,17.3822294725962,13.795046684214,3.95079834428116,6.83824529079696,25.2384082658639,18.1416259091469,26.4474611865079,15.2927387481026,7.77974040410192,13.5494221142716,-1.38253745315523,12.4576037844206,7.74383167567907,11.6285204608133,13.8244426565509,6.1739632063868,6.88367777250912,15.3665520304611,-12.0336884172336,-14.0229069838445,15.0146671081794,16.7481412054521,16.0298318685727,18.6009763745575,-18.3374111762945,-1.93620003149016,-18.9880122821058,7.07565852759684,12.5429701183177,22.4239071263299,16.384890633759,-1.43978858271692,-9.04558016644173,-13.5889459388422,-15.9971976369401,15.9177055471632,16.3661005330222,21.2534305089806,-19.7456216823593,-2.96403288144889,-3.16397386752305
"463",2021-08-12,1.09113317865593,-12.6552143926546,-Inf,17.5906086928293,17.5471076970974,12.0701344315908,15.7857715290739,-1.36921308297373,-6.86383563413156,-12.2154305410333,7.0032833550743,10.9955532353911,1.87240359744949,-2.33635964560371,16.7525226040862,13.2111265490581,3.31376249586879,6.1493447842008,24.7063358583185,17.5937372570174,25.5687148995297,14.6396076535745,7.14722873484684,12.9686202437092,-2.14154994233779,11.826477713768,7.11785052282897,10.5659031802328,13.1523967374498,5.52248375661567,6.25012229503601,14.7251917474761,-12.8516863019966,-14.8070334527589,13.9862276832421,16.0915929466277,15.4396929533494,18.0402018203276,-19.2449530509977,-2.6898010809469,-19.8171383342443,5.94402474261836,11.8456208967513,21.8721750887062,15.8017432265961,-2.22692623165775,-9.86166896578275,-14.3907633006072,-17.4186681862967,15.2399544581679,15.7642685678181,20.6975691412912,-20.6855951801568,-3.74393655710569,-3.90152393477147,-11.3271717765907
"464",2021-08-13,-12.9876678135719,-Inf,17.3346047176704,17.2986003662454,11.8109377680549,15.5550777383237,-1.87992253632861,-7.18299808975796,-12.5307724250789,6.71079352906211,10.7238444989617,1.57938101165759,-2.62070113722324,16.3304540375061,12.9488458015949,3.03857522527367,5.85055897953216,24.4735750188075,17.3445143755311,25.3590100117228,14.2041109324285,6.86334489150004,12.7177876182893,-2.47063941372176,11.5505130179147,6.83341634090944,10.3104649134958,12.7065599442979,5.23030941311677,5.97657276741304,14.4471989947431,-13.2092016013789,-15.1629490651096,13.737243608441,15.658195149399,15.1752241396405,17.7981331915429,-19.6382032554427,-3.0190281209053,-20.1930940064362,5.66815417393411,11.3875186963793,21.6250957008063,15.5500735506427,-2.56790565449836,-10.2180455718211,-14.7539757949798,-17.7675430925569,14.7968342448714,15.4949411683169,20.4577274624811,-21.0926683137856,-4.08437331544306,-4.2353033362855,-11.6621749575234,11.1619540666971
"465",2021-08-14,-Inf,20.5078596020125,20.3879779581101,14.96823644146,18.4673108087961,1.44419339248047,-1.49203834150657,-8.63358273287043,10.336395518745,14.1016105561332,5.14984883128977,0.967855632850689,19.1005222501807,17.6052320411332,6.43970782166029,9.55427764172613,27.3671056481287,20.3822025255642,28.0049433438021,17.0854943828868,11.8818544337381,15.8180739119009,1.60877991116834,14.9810493172821,10.3012806260784,13.5326345074162,15.6796507887944,10.3739282856817,9.35779439913613,17.8932518510479,-8.76502147426872,-10.8223822258364,16.8772271097213,18.5705623297318,19.8121858275797,20.7903532321182,-14.7633742811032,1.07338372681074,-15.6069309399832,9.14636363775772,14.4889593450497,25.9399510993644,18.661079327312,1.65896076765285,-5.78830594498077,-10.3221603843961,-13.3699422037232,17.8187483772949,20.1800319742497,23.4226077214134,-16.0465112454324,0.147075272449637,-0.161657425568294,-7.44043165020674,14.3540746256149,27.5346839718112
"466",2021-08-15,59.2568239386582,58.3669098674064,53.4448410189511,55.132337141051,42.8051946482542,36.0853790057525,53.845975229835,54.4529095273574,55.4759105583325,48.5121225064605,45.9691118359111,53.439802431792,48.4983829210596,60.5607164670147,54.4640602372064,62.6834607459591,57.1486183729689,61.0560196485075,52.6738409832864,45.3305543753887,64.7910529343415,50.9032867717888,56.7038187172236,52.1330325750905,53.6265898697943,52.2677800272219,44.8079112154053,62.3845650201786,59.3919057856481,45.0969192951926,41.3619705537069,55.7998946119071,54.2831875560075,50.9861290156802,67.3848177896951,43.7422269721692,50.5003749955266,39.3480027788406,52.0995800243707,52.3855609181547,55.0667586623092,66.7684296545079,52.2176845522937,47.5294885696904,42.6094486346939,40.735336178013,54.6144250505778,51.9300853377598,68.9566680286947,44.1111382666279,50.9052776465683,48.334275259429,44.3104603596987,53.0876734344658,56.6813495730904,67.6718091240582
"467",2021-08-16,40.5245322531421,35.1602761331969,37.7523667881802,22.8751059757064,17.7795120016201,38.7649163528327,25.7474973677532,36.0759676516842,27.9484951072267,24.6809540875479,36.9303493629669,33.4848956757269,47.4237397075012,25.4010985124284,46.1557356811662,39.7486535787336,45.4524225380364,35.6018082318992,29.1135771860657,52.8390347120674,19.1727827716823,37.215023141094,32.3760012829445,34.7356946823356,34.7545776892847,28.1521780977531,49.3751494002047,32.8193327782673,19.9852566182548,16.7649079992717,37.4970253925229,37.2260354874851,35.9419704738129,55.8953328137068,6.47231867524084,27.499420045978,13.4965293148366,31.9408456932053,34.3239987548961,41.0424359957278,54.8475059261965,20.1729300542797,22.7639131235277,17.7588206551317,15.391877471974,37.1146465453128,36.6769587876263,57.6196610439999,6.17186588178774,27.3719635108158,25.6105836491328,20.1163248396751,34.7047633451492,42.7099255875592,55.6552917595661,15.4615945632031
"468",2021-08-17,25.4451142866289,28.4800948398875,12.2963953455569,8.03880171424568,30.9132304781336,15.9182739348926,19.4852955038146,16.998732956596,13.2999239806506,28.1486718124551,25.4797285550194,40.5683026751023,15.3671640759369,32.0648485105559,30.4635617461892,37.0931438937423,26.5017348135832,20.4491143230983,46.5876024968809,8.12924307114416,20.6489804958196,21.8105999078756,24.5944407734752,25.3997899883134,19.2352949757213,42.5551386304942,23.4977025760108,-1.29921820007568,3.58331477719804,27.6512929032648,28.0958896035667,27.8716699460434,49.8585199252032,-6.70337181563213,8.05787963818596,-0.3865059278883,21.074668955997,24.6362315092826,33.5041725358303,48.5699835845315,8.75831189712208,1.88668984300176,4.38531363422402,1.70327373802845,27.7089117401594,28.4618894208733,51.6363758448342,-7.44314432136527,7.58461140432511,13.3562352740628,7.02214049338238,24.8041737777104,35.1702699617855,49.2994225812671,3.01611675224723,1.39450902410056
"469",2021-08-18,22.8839513311043,5.74388427116449,1.98524901338217,25.5521962592615,10.0614552079339,14.1241854684248,6.14809896729675,6.42275972461999,22.7049616617061,20.501220860241,35.8917192999587,9.38017246611878,27.4677144382104,21.3043757092984,32.0358609296792,20.8561897285193,15.0567208065765,42.3266560977866,1.53092583107116,15.1936044781216,11.4345300938657,18.4517816114111,19.5916196226806,13.6818031387095,37.9103224262115,17.9207453060125,-8.37263163147979,-9.30644888143235,21.6805966966966,22.4226848220955,22.8417880606444,45.750137186909,-14.5965655769855,1.53913512051429,-13.9054785320175,14.4774342377024,18.6117366658978,28.8024585635201,44.3007210177109,1.91118471448499,-5.17459745241112,-8.58459795901919,-6.61721362967102,21.8551277301364,23.3342832636577,47.5698229337312,-15.6207580574836,0.834812419033873,1.51865680863488,-0.946218274387527,18.6374735929327,30.4607666311517,44.9822087300081,-4.46861216607565,-5.91227371472999,-12.4594925999591
"470",2021-08-19,-0.519760768419413,-3.81653230036654,20.937749005638,4.0960477781693,8.65053205670569,0.614942673570372,-4.43926821341721,17.4984722867963,15.7275042638945,31.85744340627,3.28563818854547,22.7772387389889,16.5921979219258,24.0906220306009,15.4537792263874,9.88366317389415,38.6429414765003,-5.18236309815297,9.63097089340991,6.0499749141386,8.85121842488883,14.0306080969013,8.35162226206367,33.8862135870089,12.2494056679394,-15.580864403928,-16.0520876181519,12.3957236248082,16.9879713794118,18.0118076934379,42.1833871644733,-22.61967031814,-5.10020305218262,-21.0388628645642,4.26847220477208,12.8373811710582,24.285384855896,40.586775630368,-5.04568562313661,-12.3628285178182,-15.4834815565851,-19.4314568775302,16.2413505095704,18.4056037702257,44.0251911194845,-23.9261803089371,-6.03305308872022,-4.82754433921024,-13.1611641742644,12.7203889295175,25.931713088353,41.2117659224639,-12.0675690180192,-13.3435718447511,-19.8079913657138,2.88001245360398
"471",2021-08-20,-3.68756333446071,21.0619371109436,4.21673251968612,8.76208016084457,0.733311687272016,-4.32207500973295,17.6776610028758,15.8338371418531,31.9658907745054,3.40940647979939,22.8731882107375,16.6933022710102,24.1774235905474,15.6389640976332,9.99912018221983,38.7418544243223,-5.04552488855502,9.74517783193506,6.16583618634797,8.95738457932864,14.2204851378697,8.47081592360542,33.9941505688424,12.3654196098146,-15.4323475968565,-15.9065378991847,12.4996154550924,17.1728312544242,18.12001887232,42.2789579845114,-22.4549787565599,-4.96293879374253,-20.884534608427,4.38401884598006,13.0330680451394,24.3867708277553,40.6861920384699,-4.90240039297896,-12.2137228340265,-15.3338394247265,-19.2848008729593,16.4309113664431,18.5164254104996,44.1199850660562,-23.7545617005605,-5.89013427889266,-4.6895441348441,-13.0198464642729,12.9194920723523,26.0337259827791,41.3125066262174,-11.9100509465417,-13.1884453924328,-19.6478060593563,3.00331484629099,29.7177793275822
"472",2021-08-21,21.9104370430264,5.14638890225108,9.62463803325807,1.63793165428504,-3.40654244349995,18.3772562141921,17.070825214499,32.7061548066174,4.35976635760046,23.6126463676361,17.4635339273907,24.8529904861835,16.3671355366191,11.3318698023617,39.4164263080181,-3.99805181578537,10.6225020597098,7.04579543973454,9.78068429291572,14.9722868036701,9.83634306124912,34.7296188269788,13.2508371611797,-14.2950116829537,-14.804351407765,13.302480276803,17.9097010500239,19.3506367880649,42.9296090852982,-21.2016786186467,-3.91493591905763,-19.7191941209195,5.27396226119868,13.8182047454511,25.5315311317048,41.362462270775,-3.81504347552424,-11.0786204972071,-14.2069874237343,-18.1588982079761,17.1963129644834,19.7590081706771,44.7642906132674,-22.455705257181,-4.80518919130192,-3.65311855805825,-11.9383063390539,13.7284031921217,27.1697704387183,41.9966932999557,-10.7210273675665,-12.0140308101441,-18.4478529876627,3.94414046262257,30.3797657160417,31.7303662407061
"473",2021-08-22,0.858654854844608,5.52849833290287,-3.23957612201015,-7.87142800043203,14.0867377463772,13.1753138763019,24.3016964856388,-0.0368832950815318,20.0920782055186,13.3093168895472,21.5512355144788,11.909669129966,7.10485837122696,31.8145573301686,-8.85833629098572,6.43518483529025,2.29829746867913,5.74847424647147,10.378410586702,5.47526318313088,26.501551231883,9.13070723170714,-19.7363647347996,-20.7526147242176,9.36238466193744,13.4148333431185,15.3937671404299,35.7020089718751,-27.0498868634026,-8.94056700826156,-26.0101893826343,0.897956445263287,9.03687401503974,21.8263736773671,33.9023361727059,-8.90258254634175,-16.5342180472056,-20.2920274443351,-23.7056787709994,12.5426373194406,15.711269041701,37.7049618960008,-28.548680876427,-10.0311356872263,-9.25151175512994,-17.2763516154483,8.81779302034407,23.4457535161841,34.5501393699098,-16.3129076285123,-17.6829552582357,-24.9314646787482,-0.707694895484404,26.3670800110462,28.192706101874,35.0727282359671
"474",2021-08-23,5.30769566263779,-3.45986749219118,-8.10850334685762,13.9252557329347,13.0298568476227,24.1906673657774,-0.394138902857874,19.9035706203268,13.1224168728877,21.3770963558039,11.7420950147936,6.94719049459792,31.7128975914528,-9.24907021986429,6.21242772973558,2.0855037010657,5.53719002067167,10.2058979385971,5.31276028086941,26.3902005933658,8.80290010890929,-20.024019156984,-21.0182643534719,9.1572234867703,13.2462173111472,15.2464704394965,35.603056742708,-27.5105027946384,-9.20463027044237,-26.2901597257894,0.671482297944955,8.85769474474757,21.6885771452141,33.7990386702467,-9.2993611592269,-16.8191846222059,-20.561910978608,-23.9910550235864,12.368413264069,15.5608683251925,37.6061294003043,-29.0193388353583,-10.3025471577742,-9.49899242637695,-17.5494223572017,8.63412404014863,23.3075021102411,34.4447566062499,-16.7408408757767,-17.975740793197,-25.2171596634837,-0.944346641403476,26.2171327566149,28.0614834980882,34.9666615117811,-30.5363528715086
"475",2021-08-24,-4.87935892515939,-9.61721736247132,12.8463406170733,12.0512399635956,23.3724712842248,-1.68631664511601,18.1043612178434,11.9160253626918,20.2668444494561,10.6210001660214,5.88510244575116,30.9639351537448,-10.6738494923557,4.09228641240538,0.709682796144321,4.18768079916076,9.05028516498214,4.21678191924632,25.5700388871685,7.59807162206183,-22.7543229529815,-22.7386170972022,7.84451700135542,12.1153005958033,14.2518843122815,34.8743832331829,-29.2166099518643,-11.7042852153227,-28.106125190967,-0.78007946522187,7.65447494708492,20.7570793607049,33.0385329681272,-10.7801703894711,-19.5096217904337,-22.3151531058652,-25.8232034803599,11.19709073308,14.5430415235735,36.8786477266579,-30.7888996806688,-12.858412188282,-11.1091193438516,-19.3054290398875,7.39788714514177,22.3708876659234,33.669213967491,-18.3614328418083,-20.725934760925,-27.0786413278036,-2.46858106119917,25.2067432663857,27.1715558365715,34.1862332269601,-32.3700866373911,-31.0338106452819
"476",2021-08-25,-8.3127321747344,13.823873535136,12.9415264318403,24.1784419696996,-0.556893978583708,18.9764697502074,13.5430149679702,21.2273736553458,11.6366354276247,6.85115084776517,31.7005014316962,-9.42794214032935,5.1281171318516,2.55618749607773,5.35587299874796,10.0970777765865,5.21348140239706,26.3753549944422,8.65212082479946,-21.4100693282024,-20.440625234431,8.98148534727229,13.1396152052381,15.1562227903906,35.588778932777,-27.7233571432169,-10.464315184744,-25.6916114201074,0.477836882209288,8.74416653901283,21.6039150522446,33.7830418901667,-9.4835534450042,-18.1652084985004,-19.9945437162833,-24.2346351953721,12.2577903398854,15.4682128702249,37.5898163072915,-29.2388056033747,-11.5720959426224,-8.98732352911592,-17.782098558598,8.51726374238278,23.2221085169975,34.4263251888848,-16.9412609993704,-19.3321454860195,-24.6361710409264,-1.14565222019253,26.1215370980143,27.980225724244,34.9471023069319,-30.7625048555445,-29.5017893373212,-16.2770514974384
"477",2021-08-26,15.4202240840603,14.3991220973992,25.4644115185676,1.35034558183933,20.4604566388953,15.0076693775317,23.6484039087602,13.2944161807906,8.43195964330121,32.8756174187342,-7.3261401763984,6.88863633938363,4.23067068509831,8.28377182533445,11.8049167092562,6.84361436971429,27.6600265573307,10.4285022974416,-19.1279405887238,-18.3418146258429,11.8154838722719,14.8100166360865,16.6345585656619,36.7282958292833,-25.2092172099625,-8.36154964596648,-23.4710301729302,3.59649504761696,10.5203851108116,22.9875745381316,34.9704704125693,-7.30253429692421,-15.8877716540469,-17.8458608896452,-20.3168557979148,13.9859921252647,16.9791442509017,38.7239525046709,-26.633804245572,-9.39535014291246,-7.00975618382753,-14.0444563319289,10.3402829467905,24.6116183381417,35.6336020812329,-14.5567305413599,-16.9759275692088,-22.3450846872901,2.0840257492921,27.6107432154872,29.2996715245899,36.1602430660525,-28.0656556546585,-26.9144527067607,-14.1121686646818,-23.1394635432377
"478",2021-08-27,10.9390747180998,21.9914887980317,-2.77330951318494,17.2367596976899,11.6195077342919,20.7261104885358,7.30033104345495,4.68264633960205,29.711237694647,-11.8730314374079,3.06231294371308,0.3591881311854,4.72137104146955,5.66481898915532,2.98051906306344,24.210307321421,6.58348320307205,-24.0903475591147,-23.1918679064774,8.34044603721105,8.8376952705593,13.1339986585866,33.67664601006,-30.654059338093,-12.9361087940149,-28.5999441139529,-0.256643196952668,4.20395364429901,19.7137364756451,31.7988554481391,-12.0284205062027,-20.8446237793878,-22.8063541652964,-25.193159988752,7.87263348128078,13.4068497004547,35.702384457831,-32.2812787654222,-14.1351919957989,-11.5731250428639,-18.7301387746109,3.92461842168064,21.3287819887991,32.4251036401929,-19.7288266875843,-22.108837095962,-27.6295987068872,-1.99336215293958,22.3961170263551,26.1845545389951,32.9438726712606,-33.9180399462108,-32.5532802720389,-19.1034783302552,-28.3352879009278,6.66045912662997
"479",2021-08-28,19.331665563493,-6.05345844982376,14.6637709796921,8.9276817052904,18.3768805029721,4.69413506064509,0.229517641436051,27.2866255522373,-15.4892267764022,0.00908038626501751,-2.71609648847856,1.85872193266741,2.97432597596956,-1.58612161553727,21.5658772714487,3.52596699480563,-28.0492348669665,-27.0438719645546,5.54906434191786,6.20082744694164,9.01492790149211,31.3363199895785,-34.9831339044247,-16.5848259284129,-32.6728520752576,-3.35063265369809,1.39447926535953,15.8786974326485,29.3654516009876,-15.78539978619,-24.7975106478076,-26.7450227209085,-29.1074165384011,5.13381105446334,9.24046405425026,33.3830842610432,-36.7704023742875,-17.9143643699949,-15.1960694266492,-22.4901994920516,1.03006250415466,17.5162974065181,29.9612431861221,-23.8396738883859,-26.2007608290393,-31.8246621130321,-5.2643306563367,20.0272091565418,22.581877720269,30.4728945494537,-38.5691917214363,-37.0478710601717,-23.065446411769,-32.5023457892759,3.77424329986041,17.055530384736
"480",2021-08-29,-11.4006238404743,10.4423153047263,4.22787679623979,14.3576702444784,-0.0243648777248167,-4.18772709646284,20.4470776182561,-21.3918543233432,-5.00632486785517,-8.08652908783622,-3.04142052062013,-1.89481435290741,-6.15018705994085,14.143451004864,-1.47107922238105,-34.5599676765806,-33.7721555049611,0.768453055546564,1.43055096573026,4.86784143272537,24.7994161894054,-42.0671410998434,-22.5923682522917,-39.7885599234899,-8.65220826118743,-3.68624617134962,11.9898081188237,22.6008338756234,-21.9407224480288,-31.3132057756336,-33.6277597063597,-35.8179296142339,0.182500400240392,4.98591715163324,26.965537505918,-44.134015404781,-24.1506081252748,-21.528548909436,-28.9396107248677,-4.20116505735119,13.5964522164791,23.1745346199501,-30.5906698429019,-32.9604175708405,-39.158868139007,-10.87763872945,15.747202109229,18.8529439081209,23.6966443803576,-46.2162489891631,-44.4806143545321,-29.9937989405274,-39.6569885293774,-1.43900753958557,13.0072047056257,30.2045272315128
"481",2021-08-30,12.9274827895257,6.70187397776698,16.5955166221779,2.36446567194722,-1.91805817956191,22.1353416841506,-16.4194120012222,-2.05994864569459,-5.26048661634769,-0.316526528175666,0.570941406654067,-3.80502965191067,15.993566907643,2.71203873677264,-30.7428966860508,-30.2327533104347,3.42363649406103,3.84687764804979,6.99879364914172,26.4443670455759,-36.1732842212983,-19.0772210474799,-36.0465421132424,-5.71114607274049,-1.11199918862762,13.9881418543007,24.3189172484382,-16.8500638280568,-27.5079783974443,-30.0093590197379,-32.0994940176546,2.69181546065264,7.17221253931798,28.6102382096241,-38.0794530244994,-20.5152951563062,-18.2004026731103,-25.3697911774616,-1.54932461784001,15.6108198376012,24.9292017667006,-25.071269418437,-29.0270293991413,-35.3053270673415,-7.7739198956772,17.9173799593265,20.7692723179104,25.4636886613247,-39.9988048108175,-40.1630555086664,-26.3544803771806,-35.7051089134433,1.20501352710559,15.0877503780533,31.842977087059,-15.8416700471953
"482",2021-08-31,3.40697977615824,13.6282163481362,-0.850832693788357,-4.98043591284213,19.7867792545249,-20.2687971581812,-7.7567717996971,-9.02243388429625,-3.92813978373679,-2.74565618509955,-6.966959040419,13.4232959031228,-0.547159087647554,-38.0887348963764,-34.9421178562443,-0.09417312906755,0.598886849594624,4.12769360979528,24.1620714513966,-40.7942018880365,-25.8111635224532,-41.023259257777,-9.60620208406119,-4.5700785165017,11.2975544223649,21.938123049356,-20.8656821804064,-34.7651558093144,-34.8195746363398,-37.0222322776977,-0.676977319767738,4.23048821967786,26.3338735298862,-42.8839220754739,-27.4182500237511,-22.6228928171369,-30.0940619993048,-5.10735157047,12.9021564312042,22.5034586820408,-29.4765702431845,-36.4642292224265,-40.4238731216451,-11.8799089101432,15.0072799320211,18.1940297226459,23.0235782395364,-44.9894393697487,-48.2927113973531,-31.1865610835101,-40.9313646123073,-2.33851477900534,12.2934975268862,29.5828998857156,-20.0202071005813,-34.8043151046739
