"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"615",2022-01-11,-28.3150392733894,-33.283138024264,7.97808875184946,26.1018599797376,14.814189659299,-17.4405401700455,5.53908456492178,-17.8493617803789,-61.6597933130076,-14.241225300551,15.6878302757907,11.6976003235143,-19.2954133614948,-36.3448353969621,-20.9039076684618,-27.6680586268964,3.48909712722299,27.0293524888965,6.42484843889264,-23.7055006722394,-8.70217265304752,-16.2374005869094,-40.8298385794811,-23.5388769522529,11.3998260486196,7.33651844728739,-23.1932634947277,-21.7577759420899,-9.31767083922527,-28.5619158728184,-4.47263484129432,20.3999541682623,11.8572975782714,-1.01794455000794,-29.4543812383724,-18.630825750593,-18.0545900512683,-5.21658653807149,23.0106805373408,12.2898409973801,-20.7330980294823,-10.3892033944703
"616",2022-01-12,-24.5983378799609,11.808775793718,25.3932139577128,14.8639366800439,-17.2598045630006,8.1727069292727,-6.77283339129877,-49.1735848187201,-8.51131744148939,14.7410025921435,7.60868654891419,-15.7165272594175,-29.7692739240026,-10.8304042468644,-19.1901259964001,13.9639876880985,25.7191415060366,3.33076432543031,-17.8215910640868,-0.239189234594454,-7.18974078169524,-24.8314981571725,-10.4064468341064,8.7615158555027,5.16759379856285,-17.9084736362945,-10.0540320937665,5.86017844517289,-10.8114908905826,3.01535351217601,16.9031370998626,9.01188646975164,3.13368440540178,-15.7097881494405,-2.38370340600823,2.66640466391234,-2.12680167645355,19.7764605147901,9.59007137049417,-11.8651824922904,1.34229400492746,-0.73289150540818
"617",2022-01-13,17.0175177040626,27.4565584708825,13.9944450319772,-19.4058145077623,8.75685530267936,0.808584750155575,-37.3282834876531,4.31914370194409,19.6738126759153,11.7224411686234,-14.8148343713873,-21.7202964320864,-2.66397212665949,-2.75176994943002,16.969334245326,30.0585501917452,4.78964590369618,-18.4964995648305,5.9485459646529,0.28516140007657,-12.3526981336063,-4.89081042462321,13.787154552889,8.72705805022336,-14.5468465881903,-6.12042086062991,7.32249887517675,-1.79125187113709,7.13148392478129,21.4491964478339,11.4389407928734,11.4635846648574,-15.3915662908955,0.261708289831771,6.25503598258932,4.56789782914517,24.3841899538772,15.7392266690758,-5.70256976787571,2.59666027922255,1.36263237420098,-5.42504429072773
"618",2022-01-14,25.1104241403281,14.3140579282604,-16.396133786954,6.6224963513103,2.22947123514386,-38.2021508349141,-11.4813088285759,16.3378241569971,11.6976003235143,-15.323596827035,-25.4224842034288,-8.12939500185515,-7.71468243764464,9.09220816233471,25.9412918633081,3.17628822279762,-17.5434844735423,3.67643198541765,-2.14009271466847,-17.4677323466153,-12.4319042640933,9.09344261546123,5.18800287268876,-17.3184691128992,-7.92537292052641,5.85175231392209,-6.73652245150057,2.32774004300784,16.751482907893,9.93157019842414,5.38929023359144,-15.8922657691387,-1.38839502181994,6.27147698457211,-1.99561577865359,19.661995922747,10.8160035911103,-4.7789960693469,1.47911305776075,0.126604601745256,-7.11301188232772,6.97036807370333
"619",2022-01-15,10.0639684068151,-15.4207285347989,9.63248479505073,-0.209225301720173,-37.0708761797977,-11.7201173946903,8.16046814333552,1.84811999219929,-14.8204286622904,-25.8133686797253,-10.8691391742355,-6.6732321933659,8.72022799817602,14.5564408369819,-3.02482034554813,-16.2177580814871,3.09705433942612,-1.85470271764555,-15.461961698875,-14.5104374062069,1.94528393403477,-2.34760751281146,-16.4554085656584,-8.6768881588581,4.94808405107768,-4.70867449863534,-0.232132142840523,3.52037292995898,2.77529690451038,4.53267472565925,-17.2151416668596,-1.82062214145614,3.95597827088715,-5.79560555637586,7.21641595206354,0.92811286024031,-13.9431401749084,0.24089789214345,-1.55517914061274,-11.3260136088198,2.52594823640577,2.66179594583716
"620",2022-01-16,-15.2964384854801,6.11871566122228,-1.63183742489477,-40.3262603068306,-12.4042564193366,6.15383759609288,0.735444550926594,-15.8104381427834,-30.2215778046431,-10.2926598300581,-9.88638038913174,8.66936160510717,10.8448506788474,-8.44223958650575,-16.8391715866799,-0.28075160159488,-6.65255390634968,-19.3491436992285,-15.9830388865833,-7.45395942124331,-6.24931530193663,-16.2953883453453,-10.9829392440361,3.19419671551612,-7.71025719109976,-2.11841413707616,-0.469504346273226,-0.273181874305461,3.31698003425952,-16.7427686987131,-5.34107588273581,2.44087163971592,-8.13287663008822,4.09790777210344,0.770808865600633,-14.8355793049411,0.497278948809198,-4.72130114259836,-9.94196127993619,1.80812331133453,-3.46195876196432,-0.988055402264716
"621",2022-01-17,10.1562850236854,0.942571560683168,-38.7957295610525,-12.6467511975293,5.59499148931437,0.199683903610949,-13.7484989219439,-20.5183435131996,-6.1477335347286,-2.68449472872204,3.4141073871409,10.6689126438089,-8.2964038447275,-13.4959434247189,3.30987815838989,-3.37813124654445,-13.90143072583,-19.3590201568632,-7.62980679175633,-7.02187382079778,-17.145150683049,-8.96996819909468,2.35208574366885,-6.06008226569504,-7.24796989349337,-1.83664495164442,-0.48820613427355,4.21919863070365,-18.2893189543594,-4.82001821605021,2.62264098776354,-9.06683584806775,-1.52590553345702,-0.284465624717676,-14.8600343587423,-0.314754995893782,-3.97759436016231,-10.6999627619359,-5.37333471133355,-6.87892976266418,-1.09879874129027,20.1661211060079
"622",2022-01-18,-2.3996697968011,-38.4337457345529,-11.6934951871624,5.64449531077909,0.776601688639081,-17.1349470172449,-27.6806564104185,-11.115833752297,-9.20299305734122,3.36933994528045,10.790666875154,-7.79744450010629,-14.8557059975449,-1.48952523351926,-6.17972858985809,-22.2522971263827,-17.3061668338963,-7.53016737252321,-5.53035494747605,-16.8565143026814,-12.5654162767156,-0.42271259159275,-9.10612903733124,-4.65972815461729,-1.56774994038778,-0.255980581355114,3.67276855283984,-19.2506019115355,-6.18297301665654,2.45043013215997,-7.31781223785131,1.8677030916377,0.82403559490469,-14.8420276524608,-0.0299151382425445,-7.46107153432149,-11.6170911429829,0.252425034326965,-3.50460681556841,0.594000392071986,20.1661211060079,8.47192928692036
"623",2022-01-19,-43.9457956493506,-11.4042078443847,6.60724576412608,0.249431397392504,-16.4907055166869,-28.906781573169,-11.3642700482339,-10.6210336847519,3.26685362517099,10.8050643467713,-7.87060735904745,-14.6386631853108,-2.48324205362544,-7.18645004890912,-22.6765108928436,-17.3101286880265,-7.38148348661157,-5.92933611675776,-16.8513058543205,-12.8484729835552,-0.77211081115825,-10.4000373155134,-7.1446777436864,-0.796904499665048,-0.0519840126581577,3.99070679616391,-20.2668910486512,-7.98291826657755,2.00274115444469,-9.19314723379214,3.86076594813869,0.939518587948319,-14.8355793049411,-0.140085774249481,-6.0240058871684,-11.6024216025909,-1.97336153312368,-3.24347995730721,0.392071987136421,20.3358539081597,8.64285327997405,-15.2048585245882
"624",2022-01-20,-3.64998456570076,8.07582019646889,2.21259097342613,-14.3183045518367,-23.5006097384314,-7.79179080065599,-1.58687580354847,5.91139990880073,10.9462718674779,-7.20780746363092,-14.0674423400427,3.16947785767084,-0.200229660187975,-8.15984281067731,-14.2519931847353,-5.62403963152306,-4.04548221002275,-12.0352824831722,-8.7497851290181,5.76391567039465,-7.01705361853251,-4.49494882937801,1.6151094026287,-0.484513405861718,5.44443811515598,-16.32422896569,-2.99595599316789,6.4957510131212,-7.76946654313395,7.0640526791336,-1.72143768633119,-11.9870481492837,0.24089789214345,-2.37060312995315,-12.3291844863968,-2.90459317004032,-2.71522041766534,-1.89894287873756,20.6128887648338,8.90569386107757,-13.0588663048491,8.92591188291499
"625",2022-01-21,7.71689269119377,1.08348557885003,-14.8967826326969,-23.2220461926247,-7.63444159280833,-1.64126510671124,6.51873689010488,11.4253899660734,-6.64236053705525,-13.7825321668193,3.1443619380418,-0.861757325734696,-8.14776898127638,-12.0038007533214,-6.75303701064039,-4.79655439647163,-12.0991764639482,-8.75456003972726,4.28542590628616,-6.05153258101826,-4.35454163494826,0.459652415129572,0.20830189369515,5.73779046348023,-16.5711627978787,-4.04516444681306,6.86158223331674,-6.73193780311894,6.52697132095576,-1.9605429578101,-11.859958925243,0.12824527785382,-3.41054073119328,-11.5969430934675,-1.17323185345952,-1.38565745441182,-1.09580720936529,20.6167795850356,9.13363257801092,-13.2278977924397,10.5406840069766,-5.37625032798109
"626",2022-01-22,0.787249901593778,-14.6027193414057,-23.3637807470152,-8.41642718045881,-1.63167909488301,4.11958960328315,7.89162449536589,-7.25249577045997,-14.2373979462598,3.57248231805657,-2.28863465600589,-8.14125003156182,-12.9010811848848,-7.50670449509555,-6.55962655046072,-14.9840433755162,-8.75456003972726,1.6577082529888,-6.07680990962783,-6.19478479811597,-2.88294790975276,-0.452830825021836,4.60347233807081,-17.103079333956,-5.02439363559455,5.76262056734787,-7.5045581082404,1.52130409035777,-0.416083205348262,-14.18733787881,0.00208048179578027,-5.84405970773169,-11.4609508119026,-2.54000383871491,-3.30594241016037,-1.0404978634343,20.0114990653573,8.83942204782975,-14.9784505693306,8.42608250549784,-7.75859310503715,-13.7685119164585
"627",2022-01-23,-14.4477112809866,-23.3106294660377,-8.01501243718291,-1.58189766006686,5.31272229822162,8.40966812607798,-7.35742627672442,-14.4480816819626,3.28674148242725,-0.844075617743376,-8.14776898127638,-13.8009284309657,-7.54433114190381,-6.632277579638,-13.3898307857538,-9.14562522680827,2.61311838496807,-6.03306783560014,-5.54960162728934,-1.91760403236712,-0.0347893887219638,3.76445451253403,-16.8432817066068,-4.1368125843639,6.43768909620899,-6.98881985696382,2.85619061601204,-0.350622609690728,-12.2262189810151,-0.34650971803997,-5.75909419469458,-11.5013710378136,-0.996899499490638,-1.89364927644541,0.0409182643222437,19.5053245028631,9.01918584349677,-13.9533775554846,10.0089671646318,-6.69844083647448,-12.1766555315386,5.90479545671268
"628",2022-01-24,-21.7750807058392,-5.17510302114871,-2.08458729750578,4.83736320109441,6.86712407523234,-7.25764207338827,-13.8880648272637,4.69951896153931,-0.561136392633853,-8.14776898127638,-14.9876285085392,-7.54131583235489,-6.69474435910233,-4.09551316815169,-9.15546751150753,2.00164304537857,-6.14925347527526,-4.73422439414634,-1.20855401899953,-1.39650585577552,3.72946767519358,-16.1043822247611,-2.79084159316905,4.64523971277125,-11.1125894652126,2.53933642658037,0.27490438762911,-5.12397860608626,-0.049258143991233,-6.04288227404942,-11.5481443031404,0.492438223757709,-2.91764297850289,0.00126913475605056,20.1322921160141,9.59995887221745,-13.2930013124756,6.38223250170621,-13.3293122316154,-11.9569379333577,5.96620788788703,-5.22499118506808
"629",2022-01-25,0.734467059943636,-0.0576669238021733,8.04651162790698,8.37370406171225,-7.77758026803039,-0.151533972447921,5.08555372622807,0.872602390167141,-7.30648015737296,-14.7788920583722,-7.56688504817643,-8.2204758195075,-7.23906839324581,-7.7105258131673,5.9461554478939,-5.90207036762215,-5.27013736972201,-2.1002256146425,-0.596662406119326,7.56592519052289,-16.7634957272215,-3.48418363409474,5.44034236782026,-7.89938682559334,1.19864144116804,-0.405021908031438,-10.3942900896604,0.472867962405319,-2.79387399195303,-12.0833906949977,-2.93765041118543,-4.48884269113175,-0.654893364351592,21.1878561298744,9.1250398091564,-13.5263500171449,7.8981446373954,-7.58656301397038,-8.85179518850179,5.85857587861963,-6.4838430828376,-2.34355037543428
"630",2022-01-26,0.684834147595792,8.05866963064294,7.94508491120335,-7.64299325884039,-0.293739404921961,5.11595112895638,1.44643388763663,-6.55113702878209,-15.1719663579485,-7.54280445108422,-9.4796091844891,-6.55512980017716,-7.67320192779064,6.22336914020653,-5.47805318818886,-6.48026844486064,-1.71613535226955,-1.13874369492347,6.9865850730965,-16.6988958450735,-3.54482371493848,5.761583747403,-8.89873616950158,2.81514055421608,0.174351416869939,-11.2522447549385,0.47901450862305,-1.91438567920156,-11.6322496680546,-3.62516425270555,-1.91921660394185,-1.21519369602634,21.411691068876,9.03899194202585,-13.4836886476771,8.48945931599302,-6.80049362490053,-9.95447884793531,5.42205528655132,-6.45044870847029,-2.00411856998767,-3.49753131322811
"631",2022-01-27,10.015047879617,10.4390198252497,-7.26643885367552,0.733142865493649,4.86749567401384,1.64721111725429,-7.82799613453827,-14.2519931847353,-7.44802017516206,-8.10125010650859,-4.96766958437931,-8.37473976736636,6.75062166570253,-4.25458509009338,-3.81630049038834,-1.17422838725617,-0.739145893640279,8.78393402801796,-16.7354865769653,-2.13153451657573,5.9290844781142,-8.69023415506383,2.34521858825362,-0.660086728701782,-8.91165885564949,0.24089789214345,-1.97638165572257,-11.1165438562836,-2.45189548852569,-3.02005766003084,-1.14077178501914,22.5056712933594,9.05079448059818,-11.6217350691119,9.43296428300598,-7.54260554592055,-12.0210425848469,5.84770239772835,-4.00482262082143,-2.10131121820016,-2.58742040563271,-1.09885440217569
"632",2022-01-28,7.15262694035366,-8.4444615711638,0.423173911913909,4.6979579665345,1.11704163654149,-8.14776898127638,-16.2069514999011,-7.56688504817643,-9.01005745377527,-7.77028104762816,-7.7962354603969,3.8462728178429,-5.89688050886352,-11.6498888628768,-0.863603097151923,-1.22279994939171,5.41489842170151,-16.9368835606745,-3.32732320165649,4.06978983165993,-14.9351940042284,3.12852477602863,-0.443264974252418,-11.2522447549385,-0.0728898622136981,-5.45504720185323,-11.4795247068913,-5.52199140718431,-1.2769883558255,-0.625879848444162,20.4106929889112,8.7397339112588,-12.6697054615539,6.71775865119689,-14.3395100442215,-10.3947037962365,5.62491126391964,-6.4325686142927,-2.4224662856289,-5.98032201461682,-1.0790409253252,-8.23983874857246
"633",2022-01-29,-8.20445304371498,0.140652705520153,4.89117834822927,0.399367725655312,-6.7998403163374,-15.185327218507,-7.56688504817643,-9.16810098231348,-8.92663020139332,-7.23998223733217,2.29915879290398,-5.91590999097851,-11.5424985155016,-1.79108159804122,-1.47422749950839,6.46416786358033,-16.8513786711886,-4.74794942024617,4.5788931107758,-10.8429484943234,-0.299297434194597,-0.240361595446746,-13.0084157018479,0.382516652979285,-7.04522494905334,-11.5013710378136,-5.82633260004036,-4.16434244236577,-1.589987886562,20.6167795850356,8.55308488413782,-12.6075461435683,7.21702244634867,-14.1650440934602,-15.2817449400668,5.32460982613025,-5.75794196931266,-2.44771937689119,-8.02463677526566,-1.12860021625873,-8.39745018905184,-12.227769601738
"634",2022-01-30,0.244904619941149,4.25227639271554,0.459942372304683,-7.83047517175367,-15.185327218507,-7.43582758825492,-6.92057502464913,-9.21825832104327,-8.13173660319219,6.15684053220208,-5.54060313879227,-10.0819148556819,2.76308260413731,2.05349425855044,7.94202224835315,-16.788281959637,-3.6934315922517,5.90096032567336,-7.95337559623192,2.92181783606054,-0.0482578974312664,-11.0058692129123,-0.0306487818231607,-4.07097477923118,-11.5013710378136,-2.97128345956801,-2.76997301766547,-1.47139177623341,20.1661211060079,9.23792756035469,-13.809933430291,8.52502938500038,-8.64745390665497,-15.909064368526,5.74222565982559,-6.74871188252824,-2.50877507564721,-6.39682805874321,-1.28506012647858,-7.67900773952253,-12.9694696523896,-4.42109949702932
"635",2022-01-31,4.82250856797258,1.09593629056267,-7.57683293814115,-15.8222299270435,-7.09784451053758,-6.93818748757399,-7.41041755110087,-7.91743861056466,6.2793759641342,-5.8778510267485,-10.5089620293985,2.73070447716206,3.08268510515701,10.7261773493754,-16.6168947797737,-3.54546804765004,5.27115803900812,-9.06683584806775,4.27705121396317,-0.741112566627526,-9.99785866195572,0.15904735833561,-4.06089975266925,-11.5013710378136,-4.51503004532637,0.798559428230508,-1.73667210203844,22.0570850990045,8.85862391513791,-14.9648232887565,7.16884052475924,-11.444180815185,-16.8726047778121,6.02391900912259,-4.8118950397525,-2.26931525271769,-5.87932945806499,-1.11774632196337,-7.08690696648029,-14.0481077453383,-4.52089058527178,-21.97021431166
"636",2022-02-01,-3.1956524050525,-7.03823914904753,-14.8997235019814,-7.40384893603735,-6.76671880515622,-11.8815933803014,-8.75456003972726,5.79804200411363,-5.54109638983131,-10.9917534755868,2.70267898893534,2.45101513828106,11.7674328948493,-16.2920105088994,-5.21143213684025,5.3514391719133,-8.49836362426802,2.9019439372785,-0.317200627879666,-13.805766039352,0.198302764850811,-4.77012501524044,-11.5013710378136,-4.82889666474731,-0.0431056728964686,-1.47151642339695,21.3343878019967,8.959634016148,-14.5308628837415,7.50776332751952,-12.1972494384323,-14.2984364034472,6.40940443521472,-6.74871188252824,-2.26459710859576,-7.1109722074002,-1.13302369016024,-7.67900773952253,-10.7206154763187,-3.7464133272081,-21.8072059917319,6.03563964134298
"637",2022-02-02,-8.14776898127638,-15.2684750816157,-7.22340816783395,-6.68165901833569,-11.549749577312,-8.44625002387455,5.76391567039465,-5.85017178003577,-10.3760755184633,2.6447183567464,2.69975031210987,11.8388493082314,-16.62753705605,-3.95619192814927,6.89241692932772,-7.48516282357701,4.19082752733687,-0.747470412864756,-11.2522447549385,0.445140980016416,-4.56023316438205,-11.4467552105079,-3.85715551224697,-0.146150011044782,-1.67435135315826,21.4513605183249,9.36332723760843,-13.1724190935641,10.064343671798,-9.55521361969549,-14.9375852679449,5.81484885729118,-4.00482262082143,-2.05809705256079,-5.55340726689041,-1.15585782627216,-6.62680880816206,-11.0522291220021,-4.2395151452167,-21.8675470914846,6.9618620352807,-0.0609544711176945
"638",2022-02-03,-14.2630688653425,-7.1238401337701,-6.00583058439739,-7.92465315864683,-7.87791030807725,3.24948713416463,-5.04879968431934,-10.2243569369875,2.76743524288584,3.58487711483967,7.63976086139807,-17.1003774866645,-1.81057491951302,6.91838680032757,-14.0010968666285,2.36664272339743,0.114909883458316,-2.87365132203291,0.337432247467834,-3.72553907651576,-11.4278126962991,-1.44904475055737,2.6141846153211,-0.598155297523326,20.491956152148,9.18114317876365,-12.9037636125004,7.84010768180784,-15.1881651616867,-17.1741290739129,5.34065119038789,-0.397051073526005,-2.56380141208115,-2.28537743211566,-1.05723074150528,-5.24522137946412,-14.3403023648153,-4.67987136987775,-20.8731773130611,6.82112155333103,0.49343682132898,-5.21018566596366
"639",2022-02-04,-1.68260554725583,-5.64192117147275,-8.31615588290868,-6.4689893423993,5.96791039979432,-3.05260200645945,-1.15674597945111,2.86029268312824,4.36553666890747,11.4839932294697,-16.9066100050692,-1.33745451447893,6.9604438379322,-3.55151135565251,4.55252197509309,1.23338829162527,-2.28989337109876,0.68415001368738,-1.26053768310312,-8.33982178389134,3.15527601836677,2.68709575528859,0.944587536870076,24.7638948801881,8.95140178304961,-10.2549276956003,9.59799423674831,-11.3756647617097,-16.7625504121869,5.80377671353344,1.49910144564884,-2.07179199820689,-2.30015833571092,0.313800419410876,-2.00249844668608,-13.6639136436168,-5.35801381486569,-18.6238389289606,6.6415618391551,1.98791991629811,-4.55461928398909,-15.4532368559145
"640",2022-02-05,-3.2140234278318,-9.87856769510515,-5.11419795824819,6.05104688906028,-3.22676251463669,-0.269354422771691,4.06784026194283,4.44770273421959,12.4801475085886,-17.3450104600088,-1.4889546083986,7.08883177053298,-2.56514268190381,7.26663441386779,1.93025002258561,-3.87712977968551,0.838116616479607,-1.67258504171529,-7.69187758832756,3.71639278912167,2.84497441116785,1.01932295437953,27.0880171196089,9.02626636515196,-10.5607778684293,9.48862990065974,-5.20894796459722,-14.3202387970319,7.15357169345524,0.679762053708523,-1.84192536142553,-2.56884445422096,0.508853091516752,-1.9469380883698,-11.5288170050024,-3.83743972677318,-17.5179868714649,6.65859695200439,1.6720786664388,-2.48473795436238,-14.3229329648833,-7.55092640198439
"641",2022-02-06,-9.21513161607908,-6.1810025402525,6.94737534548141,-3.4452298335385,1.04948999920933,7.28884626858429,5.70410784596178,15.2223512944977,-17.2151416668596,-1.4907456349189,7.61630157438639,-2.02192191802382,10.6824915582733,6.12640030716416,-4.59839367202164,1.03205036955927,-1.20987407033249,-6.49634954129475,3.66892560275207,4.42808598838542,5.19959976928944,28.8998903239813,9.31924840312706,-9.98916912016838,10.7610430727231,-4.6201098816708,-5.48323648579101,9.89450736906792,1.83311912100912,-1.82291830101985,-1.50715668701584,3.47447491726466,0.639727728966554,-2.43970487940977,-3.39813455617767,-12.5615886565305,6.4477739438641,2.05669886077057,-2.26187576256809,-6.33257428777293,1.02954539254303,-10.4869409637725
"642",2022-02-07,1.14177664877666,8.96471570092556,-2.1250184075569,2.2863756377917,7.06337786099976,6.32106787303417,16.3007230307888,-15.4057274016206,-1.52604196244086,8.11049933248544,-0.466655092235764,13.5769618454644,6.3626795555154,-0.273750602251325,3.37668765398303,-0.749024611150771,-5.59308199520795,6.14349411643117,4.49886558585935,5.4019814366379,30.3995111099833,9.65901329375453,-9.27488678419826,10.6792674603776,-2.8230533921246,-5.0237206299301,10.7438599930071,6.37243371739897,-0.550459486719725,-1.21829202157896,3.51318031390282,1.4326079142419,-2.37736756175267,-1.38662767925295,-7.16134995589226,7.58259469412837,3.0133775046999,-0.787194625537677,-4.67711678228871,1.18142747119223,-9.75396462956129,-0.0198050596390771
"643",2022-02-08,8.83902674668979,-1.76656787348754,3.47519918635534,7.22484699528573,5.98534112579057,16.4061260278878,-16.3148089536646,-1.1369960553733,8.59539533450774,-0.378366252853717,11.4493002095118,5.95390749691332,-0.149151494799946,3.73796879277306,-0.523531255987316,-5.88248569719811,6.42473535013509,4.48092553329851,5.28843920221283,30.2965058742927,9.49390794720956,-9.22744847646412,10.6692955183135,-4.38758727497294,-5.4289026752379,9.58196035218953,6.26787156359832,-0.639807239717599,-1.52134047404886,3.38446951079655,0.822637079638349,-2.37090649619896,-2.09141454162823,-9.65556405998651,6.51917173763975,2.35525505872611,-2.76642072176603,-6.26357014591967,0.830183769445627,-9.51295894301569,-4.04100669971343,7.40576336064772
"644",2022-02-09,-4.25289624142708,2.31008110090095,6.60232503166416,5.56167580512152,9.16274702873814,-16.8309325490257,-1.31583114551434,7.34952286533584,-1.76890837431708,11.5457630102437,5.6803008401843,-0.0770151694333579,2.8857267998905,-2.32547506662255,-6.39187984517991,4.88906113891718,3.75487467768807,5.26845032980506,29.0692269955256,9.61827275331142,-10.8971105829678,10.687774891939,-3.24597303195335,-5.07297719638062,9.77282503893791,5.44089445967312,-0.215538496021528,-2.41946549174456,3.50365755758708,1.58067955525423,-2.24111413135107,-2.47933025417795,-7.80164063445937,7.1846697342543,1.98791991629811,-1.26328996355342,-5.13101960840951,1.14339137204865,-9.52608992123916,-1.52836203947538,7.66668162972153,10.6597648610543
"645",2022-02-10,5.0891034973181,10.7268872301837,6.07779652723473,10.6083508632019,-16.4029063299565,-1.49343945529496,7.48690644526775,2.8300294823471,15.8379429874303,6.41028623483001,-0.405637559069297,5.06567752532165,-3.67699824081653,-5.27882282580484,12.0258411953168,12.9262310819152,6.31183018674791,26.0666345251085,10.3489335152036,-10.1734714388753,11.599681504512,5.3422442867291,5.74309107411879,12.14395376188,5.1545172260831,1.51410960439314,-0.944651106063154,4.5074379894492,10.8770738447212,10.1196520814094,2.78844249927272,-8.05484925535779,10.7949353977554,4.02896635667511,0.395021841588113,6.01768939898463,13.967917993121,-2.63606420979538,-0.180216159347333,11.972185041298,12.8267461075484,-12.1688631426503
"646",2022-02-11,8.06474283474801,6.16323231491771,10.1364685011657,-17.0407438571572,-1.72184266050438,6.90818317547338,-2.236204387142,10.7330630929777,5.98935088987261,-0.565345688204971,2.60480700793869,-2.32547506662255,-5.39141154831357,4.82505056768686,3.58749181962505,5.25882605790504,29.5314944978727,10.1731172522368,-11.17581261159,11.0010648113041,-3.19389603158858,-5.33213092664852,10.3975243958,5.51835591093318,0.159794912025092,-2.50952301094847,3.90173949015369,1.82600330935492,-2.28224269314037,-1.89634559917365,-7.77350682372476,7.7146917444353,1.54876635584142,-0.67479930169597,-4.93871068168069,1.20354961621138,-9.48238985054834,-0.901635475563482,8.01829641539618,10.653719622201,-14.8475983586773,3.61308130376833
"647",2022-02-12,5.02268226987328,8.03532556729638,-17.4032674339913,-0.943543349394315,7.14275628214141,-2.42426995899729,7.63858275552543,4.83376998825548,-0.108912184051249,2.74227210511908,-2.66015536550954,-5.86465656349089,3.57509855162331,2.52420049092572,2.27152458212039,27.0429484522712,8.77456400210713,-11.0618755394748,10.558496688658,-5.04943715241999,-5.80034247536704,6.94917409224314,3.65387458911044,-1.26794052822294,-2.89013853830221,1.36957032231288,-2.28574126061853,-9.19687541129468,-4.96095550655884,-14.0655432169235,7.08914842589187,1.68783529735431,-1.94956740621082,-7.87885547269708,-5.76702548261252,-10.5405659019963,-4.38644050293033,7.42381084522216,9.56988315064963,-18.8974052618875,-3.34972010178116,-5.12726808753031
"648",2022-02-13,8.7577460318752,-17.372170458259,-1.49673574495781,6.90107355299433,-2.74453554350876,7.30523267175683,3.2737656969916,-0.589979186843095,3.03925540651519,-3.13223014241837,-7.81073471828839,2.13885320852588,-4.09184935310523,0.113338266339253,22.8693953157908,9.2706011132543,-12.910089508472,8.68356462172341,-6.61441234318236,-9.27912865283665,5.66195791525836,0.206970810253382,-1.10500952594419,-5.36642629548885,-0.608415386043674,-4.28959206361486,-8.62037759163238,-4.3804981051503,-21.7534118623839,6.65089030599838,-0.19376904447288,-3.89970106262728,-11.3374339980732,-6.03066811326259,-10.5443694440448,-10.1763999690187,6.94894469654924,8.25291965454333,-19.1458846246681,-2.40928026172301,-5.53332280020457,0.220030698302154
"649",2022-02-14,-18.6583784284512,-2.10625810876337,7.20398955148814,-2.45968825838889,7.38861699538574,3.524335983377,-10.4482696528599,0.606104571584999,-2.78996590493441,-9.71597512948689,0.75740798157416,-5.17188937586921,0.975080765696206,22.2311993030357,8.76758863671416,-13.1172596455134,10.6792674603776,-4.73430730389929,-6.60789377649272,5.92819529354425,-4.53883688394999,-2.31786394710301,-4.20979155005652,-1.12860021625873,-7.67900773952253,-10.6069667110094,-4.24592775597596,-21.7534118623839,6.75780374974568,-0.211729727927159,-0.704468675679651,-5.90587193152219,-7.46083331059912,-10.8335762678995,-12.4283798698784,6.53495097559117,7.28897884103233,-19.2510258266956,-3.06026899309342,-5.8946229763573,0.339458209774727,-13.3790372091344
"650",2022-02-15,1.06118321327631,7.45661155392649,-1.42763032998488,7.50704996260712,3.4316842081489,-0.323623906417031,0.981658910484534,-2.38534826607214,-5.7975377740665,3.5430009892073,-1.31686402788931,0.786141161779554,23.4200986238338,10.5479542600304,-12.3562129757724,9.08318798817017,-6.78336394490345,-6.48378575639333,6.14498680878566,-2.69499198125547,-1.59059172923904,-2.70362037760999,0.153415358738272,-6.21781834341155,-10.7504045417448,-4.42616286141794,-20.0184214623009,7.11718520406171,-1.30834226070137,-3.99859719524521,-7.09817256705572,-5.55445615198492,-10.2650280573784,-14.1433903260785,7.28132175464943,7.55048437713195,-19.1926140477915,-2.18744698897369,-4.56676617701479,0.46264721767162,-14.1827111747782,-11.3475419430355
"651",2022-02-16,7.40240068252375,-1.86286138320938,7.27389622021501,3.77409036498328,-0.295285649628423,2.03937585546126,-2.34387246790795,-6.34324467664947,3.79009119408639,-3.50460681556841,0.624784464279721,24.7354453720385,10.5273236028739,-11.6558298747827,9.6546346148985,-5.17101414958497,-6.90827835948683,6.10959568133416,-2.16645435002672,-1.36150958197916,-2.18823437169908,1.07154559454767,-4.28517478762951,-10.9436554838022,-5.10981743545171,-15.5215414353173,6.96127975536022,1.05343811353946,-1.39960490693197,-5.67262188458334,-6.67150992995763,-11.4200098842047,-10.1678881702941,7.52604251684025,8.82463690665697,-18.2372375090514,-3.09883678662304,-6.04809482033393,-0.0339320662517437,-12.9785364326901,-10.5303233515412,-8.70253960846751
